date,logCPIDiff,NFCI,TMU,TFU,TRU,Federal Funds Rate,Average Urate_Far West,Average EPU_Far West,Average Urate_Southwest,Average EPU_Southwest,Average Urate_Rocky Mountain,Average EPU_Rocky Mountain,Average Urate_Plains,Average EPU_Plains,Average Urate_Great Lakes,Average EPU_Great Lakes,Average Urate_Southeast,Average EPU_Southeast,Average Urate_Mideast,Average EPU_Mideast,Average Urate_New England,Average EPU_New England
2013-12-01 00:00:00,0.0011468325324439643,-0.7483425,0.539989691549408,0.757637648519162,0.595793364464352,0.08516129032258064,7.75,60.45321083068848,6.25,93.57714207967122,5.12,50.418088340759276,4.357142857142857,53.832166399274556,7.26,34.17853775024414,6.762499999999999,57.87842774391174,7.06,53.26036109924316,6.333333333333333,93.57714207967122
2014-01-01 00:00:00,0.0010515319172965665,-0.737274,0.549397315272739,0.766652516886685,0.617938838864645,0.07161290322580645,7.625,99.27760028839111,6.15,104.39945729573567,4.9799999999999995,48.401997566223145,4.314285714285715,57.97877502441406,7.1,58.976611328125,6.6625,57.988656997680664,6.94,66.96169357299804,6.216666666666666,104.39945729573567
2014-02-01 00:00:00,0.00047779915324208666,-0.7271575,0.550195466473749,0.766044268480605,0.618865070481694,0.06642857142857143,7.525,82.4439525604248,6.0249999999999995,64.88993962605794,4.8,24.10557794570923,4.271428571428571,63.696429525102886,6.94,46.665578079223636,6.574999999999999,49.020099401474,6.839999999999999,48.44810619354248,6.099999999999999,64.88993962605794
2014-03-01 00:00:00,0.0008859490780410706,-0.74613,0.539878746557262,0.7530061075423,0.604656210811577,0.07806451612903226,7.425,55.43943405151367,5.949999999999999,93.886168162028,4.68,68.73252983093262,4.228571428571429,78.71852656773159,6.779999999999999,76.75907859802246,6.55,69.31208848953247,6.74,73.94531345367432,5.983333333333333,93.886168162028
2014-04-01 00:00:00,0.0008088518305924275,-0.7457275,0.52943152327844,0.75030557650632,0.58940242147007,0.09033333333333333,7.3,53.366291522979736,5.875,62.93462944030762,4.540000000000001,53.445986938476565,4.171428571428572,59.364817891802105,6.6,35.943064498901364,6.499999999999999,49.468554973602295,6.62,54.48529987335205,5.883333333333334,62.93462944030762
2014-05-01 00:00:00,0.0008256795753283086,-0.74566,0.525127408599921,0.751789850908526,0.575953465101461,0.08709677419354839,7.2,60.38959503173828,5.825000000000001,70.72618230183919,4.4799999999999995,53.98465709686279,4.128571428571429,50.76939296722412,6.4799999999999995,66.51864166259766,6.4125000000000005,48.883512020111084,6.5600000000000005,52.0625,5.783333333333334,70.72618230183919
2014-06-01 00:00:00,0.0005733817537569852,-0.767225,0.528552834791621,0.771911721562634,0.577686764436841,0.09566666666666666,7.1,72.53050088882446,5.725,72.22152137756348,4.339999999999999,56.681671905517575,4.071428571428571,50.31462138039725,6.360000000000001,43.48988265991211,6.387500000000001,47.40259552001953,6.5,54.454423904418945,5.683333333333333,72.22152137756348
2014-07-01 00:00:00,0.0004885171914712494,-0.752125,0.543379249007009,0.803407362580597,0.591885679173762,0.09096774193548388,7.025,42.19465672969818,5.675,95.80306816101074,4.279999999999999,60.75489730834961,4.014285714285714,40.46725000653948,6.220000000000001,40.360993194580075,6.3,46.8973023891449,6.38,76.15163726806641,5.616666666666667,95.80306816101074
2014-08-01 00:00:00,-6.949326191918459e-05,-0.714452,0.558005768973306,0.807462889074451,0.594999295021912,0.08806451612903225,6.925000000000001,36.360740661621094,5.6499999999999995,59.71028582255045,4.239999999999999,42.07896614074707,3.9714285714285715,29.36337811606271,6.06,34.73983516693115,6.2625,40.9331579208374,6.319999999999999,72.07216835021973,5.516666666666667,59.71028582255045
2014-09-01 00:00:00,3.1090465449690186e-05,-0.6814425,0.567115906259139,0.816556160870681,0.584970411518211,0.08833333333333333,6.825,75.44189548492432,5.574999999999999,51.290622075398765,4.220000000000001,43.267300033569335,3.9285714285714284,62.324232373918804,5.9399999999999995,87.76006622314453,6.1875,57.75028395652771,6.24,82.1009334564209,5.449999999999999,51.290622075398765
2014-10-01 00:00:00,-8.596142282657482e-05,-0.639562,0.586103293119955,0.800250205400945,0.588926850916331,0.08903225806451613,6.75,72.1600513458252,5.5,69.83079719543457,4.16,93.72417526245117,3.8857142857142857,61.1811648777553,5.840000000000001,63.94134635925293,6.1,44.2893363237381,6.18,62.8639217376709,5.366666666666666,69.83079719543457
2014-11-01 00:00:00,-0.0008183995415760315,-0.6384675,0.609544403435776,0.784449862753764,0.592283228851253,0.092,6.65,53.00180244445801,5.425,64.82715765635173,4.08,48.39557037353516,3.814285714285714,61.933750425066265,5.7,41.29068813323975,6,43.29116702079773,6.1,35.43212966918945,5.266666666666667,64.82715765635173
2014-12-01 00:00:00,-0.0013416992351438228,-0.59344,0.635723198337793,0.782250520552803,0.599764260976289,0.12258064516129032,6.525,73.60719966888428,5.35,66.49252271652222,4.0200000000000005,54.5143705368042,3.8,46.97080244336809,5.58,58.05015754699707,5.95,52.2153422832489,6.039999999999999,45.20195960998535,5.133333333333334,66.49252271652222
2015-01-01 00:00:00,-0.002775442919322302,-0.513112,0.660524008074258,0.797188395741183,0.610927846008129,0.11483870967741935,6.3999999999999995,32.63632822036743,5.375,74.41799545288086,3.94,86.72313642501831,3.7571428571428567,59.10609817504883,5.48,53.91213493347168,5.887499999999999,57.23926401138306,5.9799999999999995,55.607006549835205,5.05,74.41799545288086
2015-02-01 00:00:00,0.0010993890719606103,-0.50124,0.679574772812068,0.80107968765649,0.615773949001097,0.11071428571428571,6.325,87.03025341033936,5.375,64.21879482269287,3.94,81.75765342712403,3.7571428571428576,51.270376205444336,5.42,69.1570255279541,5.862500000000001,44.432960510253906,5.92,48.70088577270508,4.966666666666666,64.21879482269287
2015-03-01 00:00:00,0.0011683952982963763,-0.538345,0.677589743990372,0.777444661274304,0.618267502772392,0.11290322580645161,6.25,62.013317584991455,5.3999999999999995,51.023135821024574,3.9599999999999995,84.47056312561035,3.7857142857142856,61.98048496246338,5.34,60.6870475769043,5.862499999999999,60.49036204814911,5.880000000000001,44.194462299346924,4.883333333333334,51.023135821024574
2015-04-01 00:00:00,0.0004525070085588112,-0.5616675,0.661174433100663,0.772479037309546,0.614109872084583,0.12466666666666666,6.175000000000001,38.17293739318848,5.425,63.15437412261963,3.94,54.304205894470215,3.771428571428572,53.896794182913645,5.26,32.626699447631836,5.825,45.82099103927612,5.84,20.866387367248535,4.816666666666666,63.15437412261963
2015-05-01 00:00:00,0.0014298362801314912,-0.547582,0.650449350377317,0.777695210412109,0.614806412442778,0.12322580645161291,6.1,74.49022483825684,5.4,76.50212287902832,3.96,45.14960708618164,3.7142857142857144,62.64057445526123,5.18,62.32311744689942,5.7625,62.558915853500366,5.76,35.50151443481445,4.733333333333333,76.50212287902832
2015-06-01 00:00:00,0.0012004321491203562,-0.544065,0.634337657417518,0.797658744659475,0.612890504019738,0.129,6.025,73.28471565246582,5.4,109.18373044331868,3.94,49.73324279785156,3.685714285714286,65.17245401654925,5.1,78.68674926757812,5.699999999999999,57.05968403816223,5.639999999999999,46.80967998504639,4.616666666666667,109.18373044331868
2015-07-01 00:00:00,0.0006883840726756851,-0.529262,0.626341660550577,0.831884956399063,0.610204456096907,0.13032258064516128,5.975,66.06078624725342,5.375,111.12785466512044,3.9199999999999995,62.70093955993652,3.628571428571429,81.95894404820034,5.0200000000000005,69.65385398864746,5.5874999999999995,65.52561569213867,5.5600000000000005,35.201717948913576,4.55,111.12785466512044
2015-08-01 00:00:00,-1.8245099209224236e-06,-0.4383175,0.620135964772953,0.865696019700034,0.600649840012978,0.13806451612903226,5.875,38.16127252578735,5.3500000000000005,62.6738084157308,3.9,78.94857177734374,3.585714285714286,33.96050780160086,4.959999999999999,52.435065841674806,5.512500000000001,50.34537434577942,5.46,53.812656784057616,4.5,62.6738084157308
2015-09-01 00:00:00,-0.0009772134554841827,-0.3857475,0.620885165104014,0.878563936858205,0.594960542798968,0.136,5.799999999999999,32.48472595214844,5.3500000000000005,69.70604991912842,3.9,58.2523796081543,3.571428571428572,45.494622571127756,4.9,47.60594711303711,5.4375,36.717772126197815,5.38,57.883815956115725,4.3999999999999995,69.70604991912842
2015-10-01 00:00:00,0.0004295141165688854,-0.440414,0.616607111217257,0.883305667418138,0.585600037401742,0.1235483870967742,5.7250000000000005,46.55887031555176,5.3,71.14912223815918,3.8600000000000003,40.60630779266357,3.5142857142857147,42.12513651166643,4.880000000000001,52.07210159301758,5.3625,44.962138652801514,5.34,51.24640045166016,4.383333333333334,71.14912223815918
2015-11-01 00:00:00,0.0005185061377268596,-0.4613225,0.626282597610539,0.874205272466544,0.585646533644712,0.11766666666666667,5.675,43.942232608795166,5.300000000000001,67.41696484883626,3.9,45.74014759063721,3.528571428571429,47.558526856558665,4.9,38.56100616455078,5.3,27.297356128692627,5.279999999999999,51.32187948226929,4.316666666666666,67.41696484883626
2015-12-01 00:00:00,-0.000467358297764342,-0.3879025,0.646178817326173,0.89097404495703,0.588533568249148,0.24064516129032257,5.6,37.45562553405762,5.300000000000001,76.79510720570882,3.9199999999999995,53.15752277374268,3.5142857142857147,61.1572140284947,4.94,91.93127059936523,5.262499999999999,41.6974573135376,5.24,54.17863292694092,4.266666666666667,76.79510720570882
2016-01-01 00:00:00,-0.00019914516160302043,-0.297766,0.641565644130075,0.901343934511415,0.599151066695804,0.3429032258064516,5.55,57.31472682952881,5.3,82.35735511779785,4,118.06009368896484,3.528571428571429,47.71900749206543,4.959999999999999,79.17628440856933,5.225,55.07342982292175,5.200000000000001,91.04146728515624,4.216666666666666,82.35735511779785
2016-02-01 00:00:00,-0.0005778549206651995,-0.27711,0.635481069431025,0.863154229828969,0.601624283171243,0.37517241379310345,5.525,62.59342956542969,5.25,53.21289253234863,4.0600000000000005,64.60423431396484,3.528571428571429,76.90702247619629,4.959999999999999,99.43466110229492,5.1499999999999995,46.806315422058105,5.180000000000001,58.922148895263675,4.166666666666667,53.21289253234863
2016-03-01 00:00:00,0.0013592952627243804,-0.3449275,0.629478023381209,0.848676686205311,0.596104602358234,0.362258064516129,5.5,39.73953199386597,5.324999999999999,57.666107177734375,4.08,48.651380729675296,3.528571428571429,62.29198455810547,4.959999999999999,49.507713317871094,5.125,35.067899107933044,5.140000000000001,64.45796775817871,4.099999999999999,57.666107177734375
2016-04-01 00:00:00,0.0016604497852625855,-0.378752,0.606580401925087,0.805318290212091,0.586827629376045,0.36533333333333334,5.425,55.91207695007324,5.35,101.75444380442302,4.1,44.377791213989255,3.5714285714285716,38.80127954483032,4.9399999999999995,44.83756160736084,5.0375,67.00799548625946,5.140000000000001,61.53845977783203,4.05,101.75444380442302
2016-05-01 00:00:00,0.001025502075183482,-0.375215,0.590849627449123,0.780040524153993,0.581902818080343,0.36516129032258066,5.4,47.19396495819092,5.374999999999999,93.41255950927734,4.1,77.02557525634765,3.585714285714286,51.65744495391846,4.9,44.056013870239255,5.025,60.25967025756836,5.140000000000001,59.2377742767334,4.033333333333334,93.41255950927734
2016-06-01 00:00:00,0.0012039126990228688,-0.35112,0.58349265214777,0.770864604133256,0.575815354170836,0.37766666666666665,5.375,129.62559127807617,5.45,119.73207219441731,4.040000000000001,248.8428756713867,3.642857142857143,103.44766453334263,4.840000000000001,167.04046096801758,5.0125,199.50441360473633,5.18,97.63739166259765,4.000000000000001,119.73207219441731
2016-07-01 00:00:00,-0.00021880956532127627,-0.34413,0.583180330414133,0.773819186352612,0.572237547937364,0.39161290322580644,5.35,85.41507148742676,5.4750000000000005,89.08654085795085,3.9799999999999995,119.36203117370606,3.6571428571428575,79.08022798810687,4.82,137.89312286376952,5,91.5745484828949,5.2,64.42217330932617,3.966666666666667,89.08654085795085
2016-08-01 00:00:00,0.0008023651702613321,-0.367525,0.580746648168718,0.769138515691818,0.57161322116348,0.3967741935483871,5.3,62.750792503356934,5.45,39.64155832926432,3.94,95.24310188293457,3.6571428571428575,55.056152071271626,4.8,42.869380187988284,5.025,40.93150448799133,5.220000000000001,63.56850051879883,3.9166666666666665,39.64155832926432
2016-09-01 00:00:00,0.001137753906575778,-0.342368,0.578218310785652,0.77907589002162,0.570264214291384,0.3963333333333333,5.225,53.492422103881836,5.45,43.15023454030355,3.88,83.68034172058105,3.6714285714285713,24.567665713174,4.8,41.2630802154541,5.012500000000001,28.252484798431396,5.24,46.35496940612793,3.9,43.15023454030355
2016-10-01 00:00:00,0.0010162263669957206,-0.3582,0.582857204839104,0.806439930683447,0.574814325791966,0.3964516129032258,5.175,72.16968870162964,5.45,68.65834299723308,3.8600000000000003,134.25759925842286,3.6571428571428575,58.39114679609026,4.779999999999999,41.73506622314453,5.000000000000001,44.30377447605133,5.220000000000001,44.64940490722656,3.8833333333333333,68.65834299723308
2016-11-01 00:00:00,0.0005117089080557413,-0.4204475,0.593178110944854,0.82350580232539,0.580919303083654,0.4066666666666667,5.075,75.68934726715088,5.4,99.40922164916992,3.8,113.9060188293457,3.6285714285714286,69.09176853724888,4.76,60.89517059326172,4.9375,52.9487464427948,5.2,46.697719955444335,3.8333333333333335,99.40922164916992
2016-12-01 00:00:00,0.0010950044423365668,-0.467288,0.597994520808258,0.762067617051216,0.581781999715845,0.54,5,71.33883762359619,5.35,120.9190107981364,3.72,114.8066219329834,3.5428571428571423,92.39185823713031,4.66,91.26536903381347,4.875,60.19914722442627,5.14,66.68897171020508,3.8000000000000003,120.9190107981364
2017-01-01 00:00:00,0.0017523458463828412,-0.488785,0.5943183142869,0.723348317427483,0.579911792253997,0.6496774193548387,4.875,140.7337989807129,5.275,133.71684328715006,3.66,113.11073532104493,3.4714285714285715,89.00346565246582,4.540000000000001,84.15272216796875,4.7875,82.77759766578674,5.1,109.32995681762695,3.75,133.71684328715006
2017-02-01 00:00:00,0.0006911320793929754,-0.5016725,0.589022211055776,0.696352064646277,0.583386241635419,0.6567857142857143,4.775,91.31588554382324,5.2,97.68016688028972,3.5599999999999996,87.2150764465332,3.3857142857142852,76.49063841501872,4.42,72.23438682556153,4.6625,65.01252174377441,5,59.42768497467041,3.6999999999999997,97.68016688028972
2017-03-01 00:00:00,-0.0002029505012828281,-0.49261,0.586777966270139,0.678944548559464,0.58303357890303,0.7861290322580645,4.675,79.69382095336914,5.1,110.21622848510742,3.4799999999999995,54.416975784301755,3.314285714285714,95.44296137491862,4.279999999999999,69.01248703002929,4.5625,66.56992101669312,5,70.86258277893066,3.6833333333333336,110.21622848510742
2017-04-01 00:00:00,0.0005356552880106946,-0.4995475,0.587798657172978,0.670630292610594,0.587890079714523,0.896,4.65,54.23458290100098,5,104.05197079976399,3.4200000000000004,70.45930995941163,3.2142857142857144,64.83924229939778,4.2,61.27707138061523,4.4625,65.40842866897583,4.96,56.02999572753906,3.6666666666666665,104.05197079976399
2017-05-01 00:00:00,-0.0003362645046172119,-0.5360475,0.585960444764842,0.674280714980911,0.588068807440034,0.9074193548387097,4.625,66.7504917383194,4.9,126.75041834513347,3.4,58.40912075042725,3.185714285714286,41.62410681588309,4.16,65.05761413574218,4.375,47.11397171020508,4.96,66.05744934082031,3.633333333333333,126.75041834513347
2017-06-01 00:00:00,0.0002829065670737485,-0.57546,0.578734461946107,0.674699926029307,0.585487776169857,1.04,4.6,69.94103622436523,4.825,109.04423713684082,3.4,73.52769470214844,3.185714285714286,58.27259990147182,4.2,80.70335102081299,4.375,50.59705865383148,4.92,73.64248695373536,3.616666666666667,109.04423713684082
2017-07-01 00:00:00,0.00014227326799076678,-0.59896,0.575286343809634,0.678686200248082,0.582053302027956,1.1506451612903226,4.575,89.46473026275635,4.775,93.51304912567139,3.44,107.2873706817627,3.1714285714285717,51.39166913713728,4.26,65.45224227905274,4.325,47.192728757858276,4.9399999999999995,47.5170654296875,3.633333333333333,93.51304912567139
2017-08-01 00:00:00,0.0016682289659861738,-0.59045,0.581919079217983,0.693343912400536,0.586123223232596,1.1570967741935485,4.575,46.864779233932495,4.7,87.11957009633382,3.5,102.46902275085449,3.1714285714285717,29.056018829345703,4.260000000000001,56.8580207824707,4.3,48.0950071811676,4.94,40.65091323852539,3.633333333333333,87.11957009633382
2017-09-01 00:00:00,0.0022120340054376797,-0.586794,0.5912370849682,0.711873619246299,0.59614587999779,1.1533333333333333,4.6,91.56835651397705,4.65,107.98859151204427,3.5,108.03847198486328,3.1714285714285717,49.056011472429546,4.24,61.95153465270996,4.2875000000000005,44.29839050769806,4.92,45.143109512329104,3.65,107.98859151204427
2017-10-01 00:00:00,0.0003364705389077294,-0.6270575,0.592075140361915,0.705661026632302,0.600619843075881,1.1538709677419354,4.574999999999999,48.88956356048584,4.625,111.21764024098714,3.5,93.43389129638672,3.142857142857143,48.396808692387175,4.24,30.53614902496338,4.237500000000001,52.40278738737106,4.9,47.03229274749756,3.633333333333333,111.21764024098714
2017-11-01 00:00:00,0.0011571579362787965,-0.6455925,0.582920037338078,0.709615402692507,0.584693801049889,1.157,4.5,67.31167411804199,4.575,96.16010602315266,3.46,59.77776565551758,3.1285714285714286,65.91654906954084,4.14,70.67190856933594,4.225,47.29730796813965,4.859999999999999,57.044318199157715,3.616666666666667,96.16010602315266
2017-12-01 00:00:00,0.0009140478119937789,-0.640444,0.579139717932305,0.717888490334872,0.58212105359784,1.3016129032258066,4.525,48.53063774108887,4.55,68.56475861867268,3.46,71.40059108734131,3.085714285714286,54.269329820360454,4.04,55.52907104492188,4.175,62.55641031265259,4.8,41.36273460388183,3.5666666666666664,68.56475861867268
2018-01-01 00:00:00,0.0016408029378327527,-0.6356625,0.584085491257017,0.739800078524848,0.59302317333564,1.414516129032258,4.5,61.86688804626465,4.45,139.8287264506022,3.38,89.72853012084961,3.0285714285714285,66.64150466918946,3.9599999999999995,47.38024673461914,4.1,66.48716902732849,4.76,135.0001459121704,3.516666666666666,139.8287264506022
2018-02-01 00:00:00,0.0012134888697898916,-0.58692,0.586252677978009,0.762449906131232,0.601235994613846,1.4175,4.4,85.9284610748291,4.375,79.69462998708089,3.3600000000000003,87.25931892395019,2.9999999999999996,41.74516323634556,3.9,50.47411880493164,4.0375,70.38318586349487,4.68,128.89932270050048,3.4500000000000006,79.69462998708089
2018-03-01 00:00:00,0.00024716371325572695,-0.518556,0.576238500364754,0.756861618357896,0.59166631208576,1.5061290322580645,4.375,59.4982476234436,4.3,55.30251916249593,3.3200000000000003,86.13912010192871,2.942857142857143,73.03705433436802,3.8800000000000003,31.72935085296631,3.9750000000000005,49.649834632873535,4.58,122.26729393005371,3.4,55.30251916249593
2018-04-01 00:00:00,0.000982042142328332,-0.5193325,0.577172360651329,0.765749703901473,0.60138457661295,1.6923333333333332,4.25,56.72756338119507,4.25,62.64595031738281,3.3,123.47816314697266,2.8857142857142857,104.92108917236328,3.84,64.14250411987305,3.9,36.533519864082336,4.5200000000000005,127.17494621276856,3.35,62.64595031738281
2018-05-01 00:00:00,0.0010976036467491568,-0.55216,0.578504298111046,0.789003416808173,0.610715268095795,1.7,4.2,61.49839782714844,4.175,95.90664990743001,3.3,82.5286376953125,2.8285714285714287,57.348107065473286,3.8599999999999994,42.26181640625,3.8375,40.0523476600647,4.42,123.06814956665039,3.3166666666666664,95.90664990743001
2018-06-01 00:00:00,0.000586677552380177,-0.54234,0.564110796794206,0.802858546384671,0.592517734200549,1.8196666666666668,4.1499999999999995,59.6285285949707,4.125,92.79524485270183,3.3,99.2431396484375,2.7857142857142856,85.60851233346122,3.8200000000000003,77.42047958374023,3.825,41.00171709060669,4.339999999999999,65.30007820129394,3.2833333333333337,92.79524485270183
2018-07-01 00:00:00,0.0003543913563230916,-0.5543675,0.553798534126898,0.835316772941981,0.577508593632176,1.91,4.1,66.22618198394775,4.1000000000000005,94.26480356852214,3.3200000000000003,53.407935333251956,2.7714285714285714,62.735677174159456,3.84,38.850594711303714,3.7874999999999996,36.09402298927307,4.28,52.201778984069826,3.266666666666667,94.26480356852214
2018-08-01 00:00:00,0.0007355189456470512,-0.591756,0.552626549150133,0.88487259682709,0.575301274495451,1.9148387096774193,4.125,51.11806297302246,4.1000000000000005,70.97662035624187,3.34,110.77620944976806,2.7857142857142856,36.90885421207973,3.8600000000000003,79.30687637329102,3.775,55.19595414400101,4.220000000000001,29.762401962280272,3.25,70.97662035624187
2018-09-01 00:00:00,0.0008444818653772224,-0.6106075,0.557640801591908,0.951125049305974,0.575091851569012,1.9546666666666668,4.2,50.05033588409424,4.15,41.11540015538534,3.34,86.39493026733399,2.8285714285714283,42.24328395298549,3.9,49.670631408691406,3.7750000000000004,52.63830494880676,4.2,45.760084342956546,3.233333333333333,41.11540015538534
2018-10-01 00:00:00,0.001071332661906954,-0.5950725,0.572462780096702,1.04785856131767,0.583506464969899,2.187741935483871,4.3,65.85868072509766,4.175000000000001,87.25882720947266,3.3599999999999994,145.37802734375,2.8714285714285714,65.25482095990863,3.9200000000000004,66.15330696105957,3.8000000000000003,48.212952613830566,4.180000000000001,48.60728797912598,3.233333333333333,87.25882720947266
2018-11-01 00:00:00,-0.0003522335408563393,-0.520198,0.594983670029263,1.08048359283457,0.599649451380433,2.1976666666666667,4.3500000000000005,64.24329376220703,4.25,63.36864789326986,3.34,105.71615982055664,2.914285714285714,82.5925851549421,3.94,44.78385229110718,3.8249999999999997,55.80332159996033,4.26,66.12887306213379,3.1999999999999997,63.36864789326986
2018-12-01 00:00:00,-0.00018224262385757584,-0.432875,0.616620810427735,1.15314779414254,0.619464055986068,2.274193548387097,4.4,53.05384063720703,4.2749999999999995,82.8644429842631,3.2599999999999993,93.96688385009766,2.928571428571428,65.72368730817523,3.94,76.19951419830322,3.8249999999999997,63.60024046897888,4.279999999999999,61.06250839233398,3.15,82.8644429842631
2019-01-01 00:00:00,-0.00013931243784437441,-0.46891,0.619135606813476,1.13191206071545,0.626090248955073,2.4,4.425,83.53619384765625,4.2749999999999995,99.70326487223308,3.2,200.03920288085936,2.928571428571428,82.92113049825032,3.9200000000000004,81.70665817260742,3.775,96.01471138000488,4.26,88.06142578125,3.0833333333333335,99.70326487223308
2019-02-01 00:00:00,0.0011424174879635096,-0.5648875,0.613227511120842,1.06744215467616,0.616994926488716,2.4,4.325,64.83559989929199,4.2,70.60545825958252,3.1,67.29846954345703,2.9142857142857146,53.94653647286551,3.8600000000000003,86.80607976913453,3.7249999999999996,62.999876499176025,4.24,100.44063339233398,3.016666666666666,70.60545825958252
