date,logCPIDiff,NFCI,TMU,TFU,TRU,Federal Funds Rate,Average Urate_East North Central,Average EPU_East North Central,Average Urate_East South Central,Average EPU_East South Central,Average Urate_Middle Atlantic,Average EPU_Middle Atlantic,Average Urate_Mountain,Average EPU_Mountain,Average Urate_New England,Average EPU_New England,Average Urate_Pacific,Average EPU_Pacific,Average Urate_South Atlantic,Average EPU_South Atlantic,Average Urate_West North Central,Average EPU_West North Central,Average Urate_West South Central,Average EPU_West South Central
1996-08-01 00:00:00,0.0005528892941555341,-0.773722,0.545810289873027,0.811984938252099,0.532530576468269,5.222903225806451,4.4799999999999995,75.84142017364502,5.275,63.755319595336914,5.8,22.726330439249676,5.1625,33.59917195638021,4.65,65.20282292366028,6.300000000000001,87.64689763387044,5.5,67.55512155805316,3.628571428571429,45.76195240020752,5.225,56.402591705322266
1996-09-01 00:00:00,0.0013791516255134972,-0.7649725,0.544148002855719,0.797008496031292,0.530217902126014,5.299,4.4,25.878578066825867,5.325,44.765130360921226,5.733333333333333,36.953426361083984,5.1499999999999995,42.062045415242515,4.666666666666667,65.48047041893005,6.300000000000001,42.8724422454834,5.5,61.20477717263358,3.6,48.35393206278483,5.2,34.9195442199707
1996-10-01 00:00:00,0.0013747858327546325,-0.763035,0.54562966966362,0.794680273484847,0.534415400585031,5.2380645161290325,4.4,31.929018020629883,5.425,33.14399655659994,5.766666666666667,32.608760833740234,5.137499999999999,46.01609834035238,4.666666666666667,104.97168803215027,6.279999999999999,85.2227274576823,5.488888888888888,70.38129724775042,3.6,53.160199324289955,5.2250000000000005,33.273668924967446
1996-11-01 00:00:00,0.0013704475931910487,-0.803252,0.545322007059243,0.799959706934112,0.532835992807352,5.311,4.38,37.02173709869385,5.475,36.060102462768555,5.833333333333333,53.78089141845703,5.125,55.564209620157875,4.7,115.46139430999756,6.340000000000001,87.5634765625,5.511111111111111,66.98164626530239,3.585714285714286,55.72322082519531,5.25,45.34631029764811
1996-12-01 00:00:00,0.0010932528917328987,-0.730965,0.546083424141206,0.796609622591775,0.531844697123116,5.294516129032258,4.4,70.60818004608154,5.550000000000001,52.365641276041664,5.866666666666667,30.228973388671875,5.1125,71.16283098856609,4.733333333333333,62.30431652069092,6.359999999999999,48.914432525634766,5.5,61.73869323730469,3.571428571428572,76.44257481892903,5.2749999999999995,58.198385874430336
1997-01-01 00:00:00,0.0008181374135116659,-0.683478,0.547165973124552,0.80830094688957,0.534785214520245,5.254516129032258,4.38,52.07292175292969,5.574999999999999,85.52552858988444,5.866666666666667,37.93920644124349,5.0375,39.345910708109535,4.75,108.45546627044678,6.32,61.06190172831217,5.455555555555556,78.05965260096959,3.5285714285714285,38.26797676086426,5.3,38.08889961242676
1997-02-01 00:00:00,0.0008165990783897126,-0.74365,0.549648682211703,0.822137146236662,0.537766910131249,5.185714285714286,4.32,53.862131118774414,5.525,96.38998985290527,5.833333333333333,38.10667165120443,4.9625,30.65666325887044,4.716666666666668,90.84542198181153,6.26,72.63145446777344,5.388888888888888,55.67163603646414,3.471428571428571,37.68503745396932,5.25,82.34381357828777
1997-03-01 00:00:00,0.00027185883948965817,-0.7418775,0.544568086570382,0.847105841075147,0.527472811477943,5.386129032258064,4.24,34.441941261291504,5.5,43.05366325378418,5.833333333333333,38.112724939982094,4.8875,40.01297505696615,4.7,59.81122970581055,6.2,42.118260065714516,5.322222222222222,60.906053270612446,3.385714285714286,59.88128916422526,5.225,58.20246505737305
1997-04-01 00:00:00,0.00027168876826211275,-0.685965,0.546640596807766,0.862228228330739,0.527471203782702,5.507333333333333,4.16,36.254944801330566,5.45,48.582240422566734,5.733333333333333,16.0787935256958,4.775,54.08399613698324,4.616666666666667,68.97414283752441,6.12,64.66583506266277,5.199999999999999,58.250654629298616,3.3285714285714287,61.626495043436684,5.199999999999999,80.93908182779948
1997-05-01 00:00:00,0,-0.666928,0.544806637524173,0.893895300973943,0.525621567311966,5.5041935483870965,4.08,33.96802020072937,5.375,55.596710205078125,5.7,52.07131576538086,4.687499999999999,30.61333719889323,4.566666666666666,54.752505493164065,6.040000000000001,46.264923731486,5.122222222222223,42.556401525224956,3.2714285714285714,68.28322696685791,5.175,49.55148951212565
1997-06-01 00:00:00,0.0008140480019844798,-0.6775925,0.543862091822744,0.885508243053664,0.529279574861076,5.555666666666666,4.04,30.48484706878662,5.35,72.70800654093425,5.666666666666667,58.47265497843424,4.625,45.388610204060875,4.466666666666666,55.7087646484375,5.959999999999999,110.46343994140625,5.044444444444445,32.01030976431711,3.2428571428571433,88.24276129404704,5.15,57.524216969807945
1997-07-01 00:00:00,0.0005418521999254189,-0.69256,0.548503799778052,0.892878893570046,0.539334912766132,5.521290322580645,4.040000000000001,30.699843168258667,5.324999999999999,64.60582224527995,5.666666666666667,52.90952936808268,4.575,47.0680316289266,4.416666666666667,53.47168159484863,5.880000000000001,77.41439437866211,4.98888888888889,46.658510548727854,3.2142857142857144,97.32628122965495,5.1,52.617332458496094
1997-08-01 00:00:00,0.0010816804642881372,-0.689462,0.558525233019637,0.892911363366678,0.559189788539882,5.542258064516129,4.0200000000000005,33.21183395385742,5.25,49.40417671203613,5.566666666666667,25.765419642130535,4.5375,17.24345588684082,4.316666666666667,57.14158821105957,5.819999999999999,64.66916974385579,4.8999999999999995,44.16568497249058,3.185714285714286,109.8583615620931,5.05,42.325050354003906
1997-09-01 00:00:00,0.0010789930566390549,-0.666165,0.552041869097779,0.905904269355585,0.555955008018794,5.540666666666667,4.039999999999999,54.488497734069824,5.175,30.194729487101238,5.466666666666666,32.065494537353516,4.499999999999999,50.301547368367515,4.233333333333333,70.23275299072266,5.78,65.23130416870117,4.833333333333333,51.5687187058585,3.157142857142857,45.19135824839274,4.975,52.31958134969076
1997-10-01 00:00:00,0.0008074891980500709,-0.608878,0.549428220671207,0.899916077178633,0.555817545102056,5.4961290322580645,4.04,25.157050609588623,5.05,48.98936971028646,5.433333333333334,44.272814432779946,4.4750000000000005,39.80936177571615,4.183333333333333,58.5159309387207,5.72,52.66613515218099,4.788888888888889,52.30016844613211,3.1142857142857143,45.83302434285482,4.925,55.10467656453451
1997-11-01 00:00:00,0.0005374932392796516,-0.529335,0.551228566877663,0.880939247957054,0.554940198389556,5.5216666666666665,4.04,39.105674028396606,4.95,52.12731043497721,5.366666666666667,48.955117543538414,4.550000000000001,49.65651226043701,4.1,57.95385112762451,5.68,37.23088073730469,4.733333333333333,53.49231610979353,3.1,54.554566383361816,4.825,60.87321090698242
1997-12-01 00:00:00,0.0002684973698523496,-0.5293575,0.553222862052306,0.880828297908675,0.553129308126942,5.504838709677419,4,33.698134899139404,4.85,40.899880727132164,5.333333333333333,44.01976521809896,4.574999999999999,37.605019887288414,4.066666666666666,40.41504135131836,5.64,65.01790428161621,4.733333333333333,52.61205884388515,3.1000000000000005,59.254934310913086,4.85,74.59145991007487
1998-01-01 00:00:00,0.0005364972663770562,-0.586788,0.558790145680748,0.895445912383148,0.552729151993639,5.55741935483871,3.9,50.077120304107666,4.75,52.760663986206055,5.266666666666667,35.58250363667806,4.6375,48.7016487121582,3.966666666666667,73.70376281738281,5.6,58.88711675008138,4.7333333333333325,133.6226552327474,3.0714285714285716,35.60766474405924,4.8,88.09715016682942
1998-02-01 00:00:00,0,-0.65506,0.559036179497505,0.9259459091654,0.553030286993695,5.505714285714285,3.8199999999999994,29.164721298217774,4.65,62.23215993245443,5.2,51.29564348856608,4.6875,48.83948008219401,3.9000000000000004,72.15021362304688,5.6,54.93470891316732,4.711111111111112,74.74294447898865,3.0714285714285716,20.52549934387207,4.8,41.7138557434082
1998-03-01 00:00:00,0,-0.67201,0.56145888158078,0.932095062384866,0.560654533832286,5.493548387096774,3.7400000000000007,38.20849952697754,4.625,54.67997741699219,5.1000000000000005,40.14496930440267,4.7125,53.98446400960287,3.8333333333333335,109.47991638183593,5.6,41.95969263712565,4.688888888888889,77.88697075843811,3.0714285714285716,31.255646387736004,4.825,43.21572621663412
1998-04-01 00:00:00,0.0005358353325064513,-0.6531725,0.572828087817188,0.954156377589809,0.576994023347805,5.445333333333333,3.7000000000000006,30.125295448303223,4.625,47.91249974568685,5.033333333333334,37.62057749430338,4.7250000000000005,24.00853951772054,3.75,52.719416809082034,5.64,39.368550618489586,4.655555555555555,32.15695917606354,3.0714285714285716,51.923676331837974,4.875,56.22973124186198
1998-05-01 00:00:00,0.001069691382911797,-0.62326,0.579504820766262,1.00514860622563,0.585512448369932,5.4887096774193544,3.7,28.353248596191406,4.625,46.048544565836586,4.966666666666666,37.448875427246094,4.7125,49.65997918446859,3.7000000000000006,87.59030799865722,5.66,41.95201873779297,4.622222222222223,42.038450479507446,3.0714285714285716,60.54024187723795,4.949999999999999,33.12610371907552
1998-06-01 00:00:00,0.0005338592951331655,-0.597185,0.596601527618138,1.06738326013604,0.614131551824696,5.558666666666666,3.7,27.624860763549805,4.625,49.95884704589844,4.866666666666666,29.639747619628906,4.699999999999999,52.149037996927895,3.6,63.99684829711914,5.720000000000001,53.940189361572266,4.611111111111111,55.94114661216736,3.0714285714285707,51.093332608540855,4.975,39.22694714864095
1998-07-01 00:00:00,0.001065753864660346,-0.583678,0.610256465544019,1.16889317523331,0.634180570427368,5.5358064516129035,3.96,37.52710933685303,4.65,49.30895551045736,4.8999999999999995,17.078185717264812,4.725,21.64032491048177,3.5833333333333335,58.40581169128418,5.779999999999999,38.766311963399254,4.611111111111111,38.663148283958435,3.1000000000000005,49.56334527333578,5.0249999999999995,38.82878748575846
1998-08-01 00:00:00,0.0005318977785544465,-0.4555475,0.633007404905629,1.27837489177656,0.660557489296624,5.546774193548387,3.84,31.291703033447266,4.65,42.63650321960449,4.866666666666667,23.30905516942342,4.7124999999999995,43.03670183817545,3.5833333333333335,82.9814022064209,5.82,47.26794306437174,4.611111111111111,31.63383913040161,3.114285714285714,40.59339618682861,5.05,43.539759953816734
1998-09-01 00:00:00,0.0002657047999077289,-0.20208,0.622310697601185,1.1818391204411,0.621644594123828,5.511666666666667,3.9,50.30803337097168,4.65,44.52862548828125,4.866666666666667,77.90602429707845,4.7250000000000005,46.653913497924805,3.5499999999999994,104.4764965057373,5.84,107.39867401123047,4.566666666666666,30.021705389022827,3.1,73.03634357452393,5,69.47829564412434
1998-10-01 00:00:00,0.0010611965741944562,-0.02321,0.607873485539754,1.10698173687446,0.590340398758377,5.070967741935484,3.9,59.560971069335935,4.65,32.52813593546549,4.8,61.555651346842446,4.6875,93.71895980834961,3.5000000000000004,90.8647674560547,5.82,73.20343271891277,4.5,50.33720541000366,3.099999999999999,62.63209215799967,4.925,58.43405532836914
1998-11-01 00:00:00,0.0005296274825936642,-0.097095,0.597013907155084,1.0582560921105,0.570937623988883,4.826,3.84,52.64985809326172,4.625,30.063611030578613,4.766666666666667,44.05959510803223,4.625,23.70694049199422,3.466666666666667,92.3680908203125,5.76,91.99838892618816,4.422222222222222,34.25686466693878,3.057142857142857,45.74677038192749,4.85,53.7222531636556
1998-12-01 00:00:00,0.0007932321509387386,-0.176485,0.593669081630546,1.03095372068395,0.564557595861978,4.683548387096774,3.7600000000000002,42.89764842987061,4.55,25.337859789530437,4.766666666666667,65.98637835184734,4.6,32.76491196950277,3.4,85.40730133056641,5.7,120.64780807495117,4.344444444444445,41.33722794055939,2.9999999999999996,49.42394256591797,4.75,33.12561289469401
1999-01-01 00:00:00,0.0007917859657229354,-0.244578,0.593979084666984,1.01841493530681,0.56234083100409,4.6325806451612905,3.7199999999999998,60.795834350585935,4.6,36.141457875569664,4.7,45.36668841044108,4.55,72.94461313883464,3.3499999999999996,103.79596405029297,5.64,125.73518371582031,4.311111111111111,91.84523010253906,2.9714285714285715,74.95648002624512,4.625,42.813097635904946
1999-02-01 00:00:00,0,-0.35939,0.597141641745975,1.02378120946458,0.55941159007565,4.764642857142857,3.6800000000000006,43.42026958465576,4.55,18.06701405843099,4.733333333333333,22.15071201324463,4.525,63.29258664449056,3.3166666666666664,94.20527648925781,5.58,88.84072621663411,4.2666666666666675,50.873170716421946,2.914285714285714,40.25636355082194,4.55,54.36181386311849
1999-03-01 00:00:00,0.00026360819134252367,-0.421415,0.596302215629572,1.01058816051897,0.548610997599347,4.809354838709678,3.6800000000000006,49.61551742553711,4.575,59.95729192097982,4.766666666666667,32.84682591756185,4.5375,60.96232382456461,3.2999999999999994,76.14031982421875,5.58,90.68546295166016,4.233333333333333,45.29186534881592,2.942857142857143,24.54388427734375,4.5,23.821674346923828
1999-04-01 00:00:00,0.0028891786632634364,-0.436832,0.595900090774876,1.01926204005833,0.544203296068192,4.7363333333333335,3.66,62.994866943359376,4.550000000000001,71.47588348388672,4.8,44.81574312845866,4.5249999999999995,51.60857550303141,3.283333333333333,87.03452491760254,5.54,32.549988428751625,4.2333333333333325,32.65949332714081,2.957142857142857,27.175645351409912,4.425000000000001,36.073127110799156
1999-05-01 00:00:00,0.00026170201569453155,-0.4436875,0.591043768922251,0.996384057514515,0.535986631097313,4.742258064516129,3.7,34.562042999267575,4.574999999999999,47.46547635396322,4.8,29.44208335876465,4.5375,41.96900463104248,3.283333333333333,84.15301284790038,5.48,59.00605901082357,4.222222222222221,26.564063906669617,2.9999999999999996,42.19733794530233,4.4,41.954819997151695
1999-06-01 00:00:00,0,-0.395265,0.584730317457719,0.988758020110817,0.536830722438688,4.764666666666667,3.72,21.397298049926757,4.6,40.296888987223305,4.833333333333333,15.945834318796793,4.55,44.005833784739174,3.3166666666666664,76.96743545532226,5.5200000000000005,57.14507865905762,4.222222222222222,50.25882375240326,3.0285714285714285,31.163280487060547,4.4,37.64770317077637
1999-07-01 00:00:00,0.0018275117879502645,-0.292492,0.580002741045494,0.984787377787457,0.539764226447432,4.994193548387097,3.7400000000000007,39.99455738067627,4.6,34.77137565612793,4.833333333333333,19.679124514261883,4.525,26.687936147054035,3.316666666666667,63.48237991333008,5.459999999999999,46.24147415161133,4.177777777777777,41.934277057647705,3.0142857142857147,50.79614305496216,4.425,45.32120005289713
1999-08-01 00:00:00,0.001040850065386234,-0.205725,0.579718712895943,0.995676227922051,0.544845009476567,5.072258064516129,3.7600000000000002,41.837395668029785,4.6,36.400835037231445,4.766666666666667,20.36546516418457,4.475,49.2782457669576,3.3166666666666664,51.56868476867676,5.42,98.64151763916016,4.188888888888889,40.09076392650604,2.985714285714286,38.38868602116903,4.375,46.595635096232094
1999-09-01 00:00:00,0.0018155065992901953,-0.1705075,0.58524636800079,1.01285456369963,0.553306071519201,5.224333333333333,3.72,49.009225845336914,4.574999999999999,65.39067204793294,4.7,45.34006118774414,4.4,36.756099700927734,3.2999999999999994,62.87122268676758,5.319999999999999,77.19326146443684,4.166666666666668,39.45887541770935,2.9571428571428577,25.94761069615682,4.375,65.8617172241211
1999-10-01 00:00:00,0.0007757569467889969,-0.154344,0.597932346289266,1.03948231213375,0.565948949432921,5.2,3.72,60.444572067260744,4.55,32.869622548421226,4.566666666666666,25.32493273417155,4.3375,46.59774271647135,3.2999999999999994,82.92072296142578,5.279999999999999,73.86950937906902,4.1,34.9776132106781,2.9142857142857146,26.87095308303833,4.375,35.24687480926514
1999-11-01 00:00:00,0.0007743737241598936,-0.21512,0.602840131324306,1.07796438581408,0.562655539438958,5.42,3.6800000000000006,53.136543655395506,4.55,39.01059150695801,4.466666666666667,36.200940450032554,4.2375,29.510759671529133,3.25,67.73284606933593,5.2,63.77576192220052,4.066666666666666,23.151156187057495,2.8714285714285714,37.74749279022217,4.325,45.81960868835449
1999-12-01 00:00:00,0.0010303551260053556,-0.22871,0.616337184802113,1.12872659653189,0.569600724452413,5.295806451612903,3.62,37.74655532836914,4.525,28.88615544637044,4.333333333333333,35.93806393941244,4.1625,24.584317207336426,3.216666666666667,51.004556274414064,5.16,90.5101801554362,4,37.2172554731369,2.871428571428571,41.63318379720052,4.325,40.74029668172201
2000-01-01 00:00:00,0.0012845158192993367,-0.2476025,0.63687191681319,1.1751519184716,0.591247625019209,5.448387096774193,3.6,56.96852607727051,4.5,61.49598185221354,4.233333333333333,46.94674555460612,4.0875,99.37701034545898,3.1333333333333333,59.55805130004883,5.119999999999999,62.580796241760254,3.9444444444444446,42.36388695240021,2.8857142857142857,56.84538904825846,4.25,34.96086883544922
2000-02-01 00:00:00,0.0017919632693386145,-0.25887,0.642559684731022,1.23222167423607,0.586392876732174,5.7348275862068965,3.5800000000000005,33.93914279937744,4.5,30.17914326985677,4.133333333333334,31.36339060465495,4.0249999999999995,82.65048217773438,3.0833333333333335,73.26243896484375,5.12,58.293091773986816,3.9111111111111105,37.844308376312256,2.8714285714285714,41.69301160176595,4.25,49.90789922078451
2000-03-01 00:00:00,0.00254718901388018,-0.173524,0.651903909852474,1.23337119322401,0.589919314016393,5.853548387096774,3.62,46.974605560302734,4.475,61.32535648345947,4.1,43.13961664835612,4,98.0653522491455,3,41.348211479187015,5.12,49.94660520553589,3.9000000000000004,41.44450652599335,2.900000000000001,35.046998023986816,4.175000000000001,33.73503494262695
2000-04-01 00:00:00,-0.00025404767141701257,-0.0960325,0.669816566698514,1.20159338563977,0.596823223235935,6.019666666666667,3.66,30.92230682373047,4.475,41.11380386352539,4.1,36.65360673268636,4.0125,62.48215446472168,2.983333333333334,62.64565505981445,5.16,42.24723291397095,3.9111111111111105,48.68315780162811,2.9142857142857146,44.22230943044027,4.175,43.33349355061849
2000-05-01 00:00:00,0.0007616976203972392,-0.069785,0.682065505799769,1.1759382460924,0.61188393617165,6.268064516129033,3.72,34.9515438079834,4.5,23.479440053304035,4.1000000000000005,50.14385986328125,4.0125,63.61216011047363,2.933333333333333,45.69647026062012,5.18,80.74002313613892,3.9222222222222225,34.59848153591156,2.9428571428571426,46.83899116516113,4.175,83.18151092529297
2000-06-01 00:00:00,0.0025293867765017186,-0.044488,0.683721366000619,1.15961626324454,0.613956123981014,6.528333333333333,3.7599999999999993,36.60302314758301,4.5249999999999995,27.922876675923664,4.1000000000000005,60.01494852701823,4.05,67.49327430725097,2.9499999999999997,56.04321060180664,5.220000000000001,64.64263534545898,3.9555555555555557,26.765458703041077,2.985714285714286,36.00806474685669,4.15,52.64264170328776
2000-07-01 00:00:00,0.0012591904498224782,-0.107825,0.671846710888622,1.12557244261727,0.607639271396109,6.544516129032258,3.78,51.022029876708984,4.5,38.17878659566244,4.133333333333333,28.413955688476562,4.0625,84.63389616012573,2.9000000000000004,65.40185470581055,5.220000000000001,49.74230480194092,3.9555555555555557,42.038187980651855,3.014285714285714,29.579445521036785,4.1499999999999995,54.51412709554037
